country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
qatar,QAT,152000000000.0,2569804.0,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1.133,export finance promotion and marketing assistance insurance and guarantees,206,3,"['3.2.5  Export finance, promotion and marketing assistance, insurance and guarantees', ""3.50.  TASDEER, Qatar's export development agency under the Qatar Development Bank (QDB), a government  agency,  was  launched  in  2011.  It  provides  export  finance,  insurance,  development, and  promotion  services.  As  part  of  its  export  development  and  promotion  activities,  TASDEER introduces  companies  to  prospective  buyers  in  foreign  markets  and  supports  participants  in international and regional trade fairs. As for insurance, TASDEER provides export credit guarantees in the form of risk cover before consignment and after consignment. TASDEER also provides trade information  to  potential  exporters  through  the  ITC’s  Trade  Map  and  has  recently  produced  an export  guide  in  conjunction  with  the  ITC  to  aid  small  and  medium  size  businesses  export.21 TASDEER’s activities are financed through the QDB budget."", ""3.51.  In  2012,  TASDEER  prepared  an  export  development  strategy  for  Qatar;  it  focuses  on  the development and promotion of non-hydrocarbon exports. As part of the strategy, companies are being  evaluated  for  their  export  readiness,  and  major  export  product  categories  have  been identified to increase exports.22 Target goals are being set for Qatari exports, especially for SMEs. TASDEER  has  also  commenced  work  on  market  studies,  an  exporters'  directory,  workshops  and seminars,  and  trade  reports.  As  a  result,  a  number  of  new  market  opportunities  have  been identified to increase Qatari exports.""]"
