country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
myanmar,MMR,67429590536.0,52885223.0,2014,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.242,duty drawback,165,1,"['3.1.5  Duty drawback', '3.25.  Imports  of  machinery  and  equipment  that are  re-exported  are  eligible  for  duty  drawback. The goods must be re-exported within two years of importation. Under the current duty drawback scheme,  seven  eighths  of  the  customs  duty  paid  on  goods  that  can  be  easily  identified  will  be refunded upon re-export. The claim for the duty drawback must be made at the time of re-export. The authorities state that claims for refund are processed within a week.', '7 Imports of certain narcotic drugs, psychotropic substances, and chemical precursors are permitted', 'when the quantity is defined by the Ministry of Health and the importer has a certificate from the Central Committee of Drug Abuse Control.', '8 Information provided by the authorities. 9 ASEAN online information. Viewed at: http://www.asean.org/communities/asean-economic-', 'community/item/myanmar-3.', '10 Imports of honey orange are allowed between March and September; durian from September to April;', 'rambutan and pomegranate from January to 15 June; dragon fruit and sunskit fruit between February and September; mangosteen from January to March and October to December; and jack fruit in January and February.', '\x0cWT/TPR/S/293 • Myanmar', '- 39 -']"
